YEARCOM,NUTS3,CITY,TIME,NRVIC_cat,NRPERP,CRIMESCENE,MODUS,TYPEHOM,RELAT,PROCESS,TYPE,PRINCIPAL,GENDER_vic,GENDER_perp,AGE_vic,AGE_perp,BIRTHCOUNTRY_vic,BIRTHCOUNTRY_perp,SUICIDE
2012,Noord-Friesland,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other in non-criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Missing,Male,7to17,18to24,Netherlands,Netherlands,No
2015,Arnhem/Nijmegen,Urban,Night (12-6),Single,Single,Private home,Hanging/Strangulation/Suffocation,Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Missing,No
2020,Groot-Rijnmond,Rural,Evening (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Robbery killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Other non-European,Missing,No
2012,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Blunt object,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Female,Missing,18to24,Missing,Netherlands,Missing
2011,Groot-Amsterdam,Urban,Morning (6-12),Single,Multiple,"Shop, restaurant or other place of entertainment and amusement",Firearm,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,No,Male,Male,25to39,25to39,Missing,Netherlands,No
2018,Zuid-Limburg,Urban,Missing,Single,Multiple,Other,"Hitting, kicking or other similar physical violence without weapon,",Other,Missing,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Missing,Other Europe,No
2015,Groot-Amsterdam,Urban,Evening (6-12),Single,Multiple,"Street, road, public transportation or other public place",Missing,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Missing,Missing,No
2016,Twente,Urban,Morning (6-12),Single,Multiple,"Park, forest or recreational area",Hanging/Strangulation/Suffocation,Criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Female,Female,Missing,40to64,Other Europe,Missing,Missing
2011,Groot-Amsterdam,Rural,Afternoon (12-6,Single,Single,"Shop, restaurant or other place of entertainment and amusement",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,Missing,18to24,Missing,Netherlands,No
2013,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Partner killing,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Netherlands,Netherlands,No
2016,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Missing,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,No
2014,Oost-Zuid-Holland,Urban,Missing,Single,Multiple,Private home,Firearm,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Netherlands,Netherlands,No
2017,Groot-Amsterdam,Urban,Night (12-6),Single,Single,Private home,Firearm,Killing by mentally disturbed person (non-family),The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Netherlands,No
2015,Utrecht,Urban,Night (12-6),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Netherlands,No
2012,West-Noord-Brabant,Urban,Missing,Single,Single,Private home,Firearm,Criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,7to17,25to39,Netherlands,Netherlands,Missing
2017,Utrecht,Rural,Afternoon (12-6,Single,Single,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Missing,Missing,No
2014,Twente,Urban,Evening (6-12),Multiple,Single,Missing,Missing,Partner killing,Partner,Unsolved,Victim,"Yes, principal victim",Male,Missing,40to64,Missing,Other non-European,Netherlands,Missing
2014,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Single,Private home,Missing,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,Missing,Netherlands,Netherlands,No
2012,Zuid-Limburg,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,<=6,25to39,Other non-European,Missing,Suicide attempt only
2017,Zuid-Limburg,Urban,Evening (6-12),Single,Multiple,"Street, road, public transportation or other public place",Missing,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,<=6,Missing,Missing,Netherlands,No
2017,Noordoost-Noord-Brabant,Urban,Afternoon (12-6,Single,Multiple,Private home,"Hitting, kicking or other similar physical violence without weapon,",Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Female,40to64,40to64,Netherlands,Other non-European,No
2020,Midden-Limburg,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Netherlands,Other Europe,Suicide attempt only
2014,Arnhem/Nijmegen,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Friend or longtime acquaintance,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Other non-European,Other non-European,No
2012,Oost-Groningen,Urban,Missing,Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,Missing,Missing,Missing,Netherlands,Missing
2015,Zuid-Limburg,Urban,Morning (6-12),Single,Single,Private home,Blunt object,Child killing (family and non-family),(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,Missing,40to64,Netherlands,Missing,No
2015,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Missing,Missing,No
2017,West-Noord-Brabant,Urban,Missing,Single,Multiple,Private home,"Hitting, kicking or other similar physical violence without weapon,",Robbery killing,Other relative,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Missing,Missing,No
2015,Groot-Amsterdam,Urban,Evening (6-12),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Netherlands,Yes
2013,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,Other,Missing,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Other non-European,No
2020,Utrecht,Urban,Night (12-6),Single,Missing,Private home,Hanging/Strangulation/Suffocation,Other familial killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,18to24,Missing,Missing,Missing,Suicide attempt only
2013,Midden-Noord-Brabant,Urban,Missing,Single,Single,Private home,Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Other Europe,Missing,No
2017,Groot-Amsterdam,Urban,Missing,Single,Multiple,Private home,Knife or other sharp object/weapon,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Other non-European,Missing,No
2011,Utrecht,Urban,Evening (6-12),Single,Single,"Shop, restaurant or other place of entertainment and amusement",Blunt object,Criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Female,25to39,40to64,Other non-European,Netherlands,Missing
2015,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Missing,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,Missing,Solved,Victim,No,Female,Male,40to64,Missing,Missing,Other non-European,Suicide attempt only
2016,Zuidoost-Friesland,Urban,Evening (6-12),Single,Single,Other,Hanging/Strangulation/Suffocation,Criminal milieu,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Missing,Other Europe,No
2015,Groot-Amsterdam,Rural,Afternoon (12-6,Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Netherlands,No
2017,Groot-Rijnmond,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Other,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Missing,Missing,No
2012,Zeeuwsch-Vlaanderen,Urban,Afternoon (12-6,Single,Single,Private home,Hanging/Strangulation/Suffocation,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,>=65,25to39,Missing,Netherlands,No
2018,Groot-Amsterdam,Rural,Night (12-6),Single,Missing,Missing,Missing,Partner killing,Other,Unsolved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Missing,Other non-European,Missing
2019,Zuid-Limburg,Rural,Missing,Single,Single,"Park, forest or recreational area","Hitting, kicking or other similar physical violence without weapon,",Missing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Female,40to64,Missing,Netherlands,Netherlands,No
2011,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Missing,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,No,Male,Male,25to39,40to64,Other non-European,Missing,No
2012,Flevoland,Urban,Night (12-6),Multiple,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,>=65,25to39,Missing,Netherlands,Yes
2014,Midden-Limburg,Urban,Morning (6-12),Single,Single,Other,Knife or other sharp object/weapon,Criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Netherlands,Netherlands,Missing
2019,Agglomeratie ’s-Gravenhage,Rural,Night (12-6),Multiple,Single,Missing,Knife or other sharp object/weapon,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,18to24,18to24,Missing,Missing,No
2014,Noord-Limburg,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,18to24,25to39,Missing,Missing,No
2013,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Private home,Smoke or fire,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,Missing,Netherlands,Netherlands,No
2015,Midden-Noord-Brabant,Urban,Evening (6-12),Single,Multiple,Private home,Knife or other sharp object/weapon,Criminal milieu,Other relative,Solved,Victim,No,Male,Missing,25to39,40to64,Missing,Other non-European,Missing
2015,Groot-Rijnmond,Urban,Night (12-6),Single,Missing,Private home,Firearm,Criminal milieu,Other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Other Europe,Missing
2011,Oost-Zuid-Holland,Urban,Night (12-6),Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Partner killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Other non-European,No
2018,Groot-Rijnmond,Urban,Morning (6-12),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Netherlands,No
2017,Zuid-Limburg,Urban,Missing,Single,Single,Private home,Firearm,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,No,Female,Male,25to39,25to39,Missing,Netherlands,No
2013,Midden-Noord-Brabant,Urban,Missing,Single,Single,Private home,Missing,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,7to17,Missing,Other non-European,No
2011,Utrecht,Urban,Evening (6-12),Multiple,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Missing,25to39,25to39,Missing,Other non-European,No
2012,Zuidoost-Noord-Brabant,Rural,Afternoon (12-6,Single,Single,"Shop, restaurant or other place of entertainment and amusement",Firearm,Other in non-criminal milieu,(Step)Child,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Missing,No
2013,Agglomeratie ’s-Gravenhage,Urban,Night (12-6),Single,Multiple,Private home,Firearm,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Other non-European,No
2011,Overig Zeeland,Rural,Evening (6-12),Single,Single,Private home,Firearm,Robbery killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Female,40to64,40to64,Missing,Netherlands,Missing
2018,Agglomeratie ’s-Gravenhage,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Other non-European,Missing,No
2011,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Single,Private home,Hanging/Strangulation/Suffocation,Other familial killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Netherlands,No
2015,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Missing,Netherlands,No
2016,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Netherlands,Other non-European,No
2012,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Missing,Firearm,Robbery killing,Other relative,Solved,Victim,"Yes, principal victim",Male,Missing,25to39,40to64,Missing,Missing,Missing
2013,Zuidoost-Zuid-Holland,Missing,Evening (6-12),Single,Single,Missing,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Netherlands,No
2012,West-Noord-Brabant,Urban,Night (12-6),Single,Missing,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other Europe,Missing,Suicide attempt only
2011,Groot-Amsterdam,Missing,Afternoon (12-6,Single,Single,Private home,Blunt object,Other familial killing,(Step)Child,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Other non-European,Netherlands,No
2013,Zuid-Limburg,Urban,Evening (6-12),Single,Single,Private home,Smoke or fire,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,Missing,18to24,Netherlands,Other non-European,No
2019,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Other,Motor vehicle,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Missing,Missing
